Year,Project Name,City,State,Utility,System Size (kW-AC),Year of Interconnection
2024,286435,Brooklyn,NY,Consolidated Edison,36.28,2021
2024,233120,Tuckahoe,NY,Consolidated Edison,37.22,2021
2024,274198,Brooklyn,NY,Consolidated Edison,37.92,2021
2024,236097,Bronx,NY,Consolidated Edison Co-NY Inc,38.45,2021
2024,322030,Brooklyn,NY,Consolidated Edison,40.38,2021
2024,287814,Bronx,NY,Consolidated Edison,40.98,2021
2024,286440,Brooklyn,NY,Consolidated Edison,41.26,2021
2024,286433,Brooklyn,NY,Consolidated Edison,41.54,2021
2024,302123,Bronx,NY,Consolidated Edison,41.68,2021
2024,286439,Brooklyn,NY,Consolidated Edison,42.09,2021
2024,249958,Queens,NY,Consolidated Edison,42.65,2021
2024,274957,New York,NY,Consolidated Edison,43.48,2021
2024,310092,Bronx,NY,Consolidated Edison,43.62,2021
2024,301476,Bronx,NY,Consolidated Edison,43.62,2021
2024,287786,Brooklyn,NY,Consolidated Edison,43.88,2021
2024,228812,Brooklyn,NY,Consolidated Edison,44.36,2021
2024,344133,Brooklyn,NY,Consolidated Edison,44.52,2021
2024,249957,Queens,NY,Consolidated Edison Co-NY Inc,44.86,2021
2024,235346,Bronx,NY,Consolidated Edison Co-NY Inc,45.77,2021
2024,233107,Tuckahoe,NY,Consolidated Edison,46.36,2021
2024,233146,Tuckahoe,NY,Consolidated Edison,47.31,2021
2024,249919,Queens,NY,Consolidated Edison,47.35,2021
2024,264738,Long Island City,NY,Consolidated Edison,47.91,2021
2024,289774,Bronx,NY,Consolidated Edison,48.46,2021
2024,264726,Long Island City,NY,Consolidated Edison,48.74,2021
2024,249916,Queens,NY,Consolidated Edison,49.02,2021
2024,249951,Queens,NY,Consolidated Edison,49.02,2021
2024,249956,Queens,NY,Consolidated Edison,49.02,2021
2024,309815,Bronx,NY,Consolidated Edison,49.43,2021
2024,301910,Bronx,NY,Consolidated Edison,49.43,2021
2024,240651,Bronx,NY,Consolidated Edison,49.57,2021
2024,253528,Bronx,NY,Consolidated Edison,49.69,2021
2024,309823,Bronx,NY,Consolidated Edison,50.08,2021
2024,301492,Bronx,NY,Consolidated Edison,50.08,2021
2024,249843,Queens,NY,Consolidated Edison,50.12,2021
2024,249953,Queens,NY,Consolidated Edison,50.4,2021
2024,254518,Sleepy Hollow,NY,Consolidated Edison,50.75,2021
2024,290187,New York,NY,Consolidated Edison,52.06,2021
2024,287769,Brooklyn,NY,Consolidated Edison,53.17,2021
2024,262562,Saratoga Springs,NY,Niagara Mohawk Power Corp.,53.79,2021
2024,277647,Brooklyn,NY,Consolidated Edison,54.28,2021
2024,240761,Ossining,NY,Consolidated Edison,54.83,2021
2024,310352,Jamaica,NY,Consolidated Edison,54.91,2021
2024,244195,Queens,NY,Consolidated Edison,55.22,2021
2024,302116,Bronx,NY,Consolidated Edison,55.25,2021
2024,220393,Albany,NY,Niagara Mohawk Power Corp.,56.16,2021
2024,254524,Queens,NY,Consolidated Edison,58.43,2021
2024,236186,Bronx,NY,Consolidated Edison Co-NY Inc,61.72,2021
2024,268403,Long Island City,NY,Consolidated Edison,62.31,2021
2024,256575,Queens,NY,Consolidated Edison,63.42,2021
2024,256301,Queens,NY,Consolidated Edison,63.42,2021
2024,255396,Quens,NY,Consolidated Edison,64.25,2021
2024,264500,Long Island City,NY,Consolidated Edison,64.25,2021
2024,274798,Long Island City,NY,Consolidated Edison,64.52,2021
2024,293767,Staten Island,NY,Consolidated Edison,64.6,2021
2024,254410,Queens,NY,Consolidated Edison Co-NY Inc,64.8,2021
2024,274770,Long Island City,NY,Consolidated Edison,64.8,2021
2024,273677,Long Island City,NY,Consolidated Edison,65.08,2021
2024,269061,Long Island City,NY,Consolidated Edison,67.29,2021
2024,228608,Briarcliff Manor,NY,Consolidated Edison,72,2021
2024,185988,Bronx,NY,Consolidated Edison,76.02,2021
2024,240731,Ossining,NY,Consolidated Edison,77.54,2021
2024,290305,Bronx,NY,Consolidated Edison,80.86,2021
2024,310272,Brooklyn,NY,Consolidated Edison,87.95,2021
2024,276399,Brooklyn,NY,Consolidated Edison,89.25,2021
2024,261463,Kew Gardens,NY,Consolidated Edison,108.83,2021
2024,252675,Brooklyn,NY,Consolidated Edison,112.71,2021
2024,211332,BRONX,NY,Consolidated Edison,125.52,2021
2024,276147,Brooklyn,NY,Consolidated Edison,129.78,2021
2024,188854,BRONX,NY,Consolidated Edison,161.65,2021
2024,259124,Staten Island,NY,Consolidated Edison,168.37,2021
2024,241599,Harrison,NY,Consolidated Edison,170.15,2021
2024,231589,Thornwood,NY,Consolidated Edison,171.87,2021
2024,274953,Elmsford,NY,Consolidated Edison,172.62,2021
2024,252255,Brooklyn,NY,Consolidated Edison,184.43,2021
2024,252390,Brooklyn,NY,Consolidated Edison,184.43,2021
2024,234886,Forest Hills,NY,Consolidated Edison,187.94,2021
2024,188852,BRONX,NY,Consolidated Edison,192.15,2021
2024,271192,White Plains,NY,Consolidated Edison,195.37,2021
2024,245178,Yorktown Heights,NY,Consolidated Edison,204.18,2021
2024,267265,Brooklyn,NY,Consolidated Edison,220.29,2021
2024,256775,Saugerties,NY,Central Hudson Gas & Elec Corp,227.42,2021
2024,186366,Brooklyn,NY,Consolidated Edison,229.38,2021
2024,250270,White Plains,NY,Consolidated Edison Co-NY Inc,229.92,2021
2024,211621,Staten Island,NY,Consolidated Edison Co-NY Inc,233.96,2021
2024,262563,Erin,NY,New York State Elec & Gas Corp,254.22,2021
2024,221131,Beaver Dams,NY,New York State Elec & Gas Corp,262.73,2021
2024,226203,Bath,NY,New York State Elec & Gas Corp,262.73,2021
2024,267988,Hannibal,NY,Niagara Mohawk Power Corp.,262.73,2021
2024,274325,White Plains,NY,Consolidated Edison,264.32,2021
2024,255346,Erin,NY,New York State Elec & Gas Corp,264.81,2021
2024,262574,Brooklyn,NY,Consolidated Edison,266.4,2021
2024,280580,Long Island City,NY,Consolidated Edison,266.77,2021
2024,247104,Troy,NY,Niagara Mohawk Power Corp.,268.92,2021
2024,247317,Bronx,NY,Consolidated Edison,276.92,2021
2024,266456,Kingston,NY,Central Hudson Gas and Electric,316,2021
2024,246358,Bronx,NY,Consolidated Edison,344.62,2021
2024,274334,White Plains,NY,Consolidated Edison,356.26,2021
2024,275046,Larchmont,NY,Consolidated Edison,371.97,2021
2024,249044,Briarcliff Manor,NY,Consolidated Edison,436.02,2021
2024,226570,New York,NY,Consolidated Edison,444.88,2021
2024,226550,New York,NY,Consolidated Edison,479.12,2021
2024,189561,Staten Island,NY,Consolidated Edison Co-NY Inc,521.72,2021
2024,226568,New York,NY,Consolidated Edison,538.25,2021
2024,93073,Millbrook,NY,Central Hudson Gas & Elec Corp,553.42,2021
2024,189389,Staten Island,NY,Consolidated Edison,571.57,2021
2024,208910,Hannacroix,NY,Central Hudson Gas & Elec Corp,572.08,2021
2024,228630,New York,NY,Consolidated Edison,587.08,2021
2024,246587,Ossining,NY,Consolidated Edison,672,2021
2024,226572,New York,NY,Consolidated Edison,773.45,2021
2024,92119,Minisink,NY,Orange and Rockland Utilities,1080,2021
2024,97372,Westtown,NY,Orange & Rockland Utils Inc,1325.17,2021
2024,202769,Macedon,NY,Rochester Gas & Electric Corp,1534.1,2021
2024,173558,Harrietstown,NY,Niagara Mohawk Power Corp.,1585.48,2021
2024,262293,Ontario,NY,Rochester Gas & Electric Corp,1708.2,2021
2024,196766,Macedon,NY,Rochester Gas and Electric,1850.4,2021
2024,91172,Slingerlands,NY,Niagara Mohawk Power Corp.,2016.48,2021
2024,94232,Milton,NY,Central Hudson Gas & Elec Corp,2082.53,2021
2024,50849,Horseheads,NY,New York State Elec & Gas Corp,2108.3,2021
2024,50855,Horseheads,NY,New York State Elec & Gas Corp,2108.3,2021
2024,80547,Cortland,NY,Niagara Mohawk Power Corp.,2115.88,2021
2024,169811,Rexford,NY,Niagara Mohawk Power Corp.,2194.5,2021
2024,226756,Orange,NY,New York State Elec & Gas Corp,2216.52,2021
2024,50870,Seneca Falls,NY,New York State Elec & Gas Corp,2236,2021
2024,175408,Hyde Park,NY,Central Hudson Gas & Elec Corp,2243.91,2021
2024,77232,Dryden,NY,New York State Elec & Gas Corp,2259.69,2021
2024,80466,Poughkeepsie,NY,Central Hudson Gas and Electric,2271.23,2021
2024,50941,Seneca Falls,NY,New York State Elec & Gas Corp,2272.25,2021
2024,50805,Woodridge,NY,New York State Elec & Gas Corp,2292.92,2021
2024,244202,Saugerties,NY,Central Hudson Gas and Electric,2307,2021
2024,80109,Washingtonville,NY,Orange and Rockland Utilities,2308.71,2021
2024,284444,Tioga,NY,New York State Elec & Gas Corp,2308.98,2021
2024,50873,Middletown,NY,Orange and Rockland Utilities,2309.08,2021
2024,81616,Ulster,NY,Central Hudson Gas and Electric,2322.83,2021
2024,191702,Turin,NY,Niagara Mohawk Power Corp.,2618,2021
2024,212949,Gloversville,NY,Niagara Mohawk Power Corp.,2883.6,2021
2024,220030,Cortlandt,NY,Consolidated Edison,3056.77,2021
2024,212584,Ontario,NY,Rochester Gas and Electric,3112.2,2021
2024,244235,Geneseo,NY,Niagara Mohawk Power Corp.,3123.6,2021
2024,80585,Binghamton,NY,New York State Elec & Gas Corp,3176.06,2021
2024,130717,Canastota,NY,Niagara Mohawk Power Corp.,3218.6,2021
2024,238760,Ghent,NY,New York State Elec & Gas Corp,3317.05,2021
2024,220872,Fulton,NY,Niagara Mohawk Power Corp.,3351.5,2021
2024,226934,Kingston,NY,Central Hudson Gas and Electric,3411.69,2021
2024,188298,Batavia,NY,Niagara Mohawk Power Corp.,3431.91,2021
2024,192336,Rotterdam,NY,Niagara Mohawk Power Corp.,3460.15,2021
2024,209259,Plattsburgh,NY,New York State Elec & Gas Corp,3869.31,2021
2024,188302,Batavia,NY,Niagara Mohawk Power Corp.,3877.72,2021
2024,77233,Dryden,NY,New York State Elec & Gas Corp,3929.54,2021
2024,211164,Watkins Glen,NY,New York State Elec & Gas Corp,3940.34,2021
2024,221872,Nichols,NY,New York State Elec & Gas Corp,4016,2021
2024,77228,Dryden,NY,New York State Elec & Gas Corp,4176.48,2021
2024,72536,Newfield,NY,New York State Elec & Gas Corp,4204.64,2021
2024,213067,Mooers,NY,New York State Elec & Gas Corp,4263.27,2021
2024,216152,Watertown,NY,Niagara Mohawk Power Corp.,4288.9,2021
2024,223034,Nichols,NY,New York State Elec & Gas Corp,4309.85,2021
2024,174104,Spencerport,NY,Rochester Gas & Electric Corp,4324.98,2021
2024,174102,Spencerport,NY,Rochester Gas & Electric Corp,4498.62,2021
2024,222894,Ransomville,NY,Niagara Mohawk Power Corp.,4508,2021
2024,211945,Gloversville,NY,Niagara Mohawk Power Corp.,4617,2021
2024,94815,Bethel,NY,New York State Elec & Gas Corp,4694,2021
2024,243391,Scotia,NY,Niagara Mohawk Power Corp.,4727.2,2021
2024,226244,Rome,NY,Niagara Mohawk Power Corp.,4751.1,2021
2024,174097,Spencerport,NY,Rochester Gas & Electric Corp,4956.37,2021
2024,274172,Milton,NY,Niagara Mohawk Power Corp.,4989.6,2021
2024,226773,Rushford,NY,Rochester Gas & Electric Corp,5202,2021
2024,185500,Rexford,NY,Niagara Mohawk Power Corp.,5265,2021
2024,90743,Grand Island,NY,Niagara Mohawk Power Corp.,5297.82,2021
2024,259339,Portage,NY,Rochester Gas and Electric,5311.62,2021
2024,209183,Gloversville,NY,Niagara Mohawk Power Corp.,5313,2021
2024,272218,Troupsburg,NY,New York State Elec & Gas Corp,5313.23,2021
2024,275622,Owego,NY,New York State Elec & Gas Corp,5314.15,2021
2024,162218,Hamlin,NY,Niagara Mohawk Power Corp.,5317.45,2021
2024,239371,Bath,NY,New York State Elec & Gas Corp,5383.69,2021
2024,171328,Lewiston,NY,Niagara Mohawk Power Corp.,5404.37,2021
2024,256444,Fayette,NY,New York State Elec & Gas Corp,5419.6,2021
2024,212955,Greenwich,NY,Niagara Mohawk Power Corp.,5631.6,2021
2024,209587,Tioga Center,NY,New York State Elec & Gas Corp,5664.3,2021
2024,184312,Valatie,NY,Niagara Mohawk Power Corp.,5757.23,2021
2024,238758,Stanfordville,NY,Central Hudson Gas and Electric,5767.27,2021
2024,165459,Rexford,NY,Niagara Mohawk Power Corp.,5767.3,2021
2024,177129,Lapeer,NY,New York State Elec & Gas Corp,5767.3,2021
2024,177137,Lapeer,NY,New York State Elec & Gas Corp,5768.4,2021
2024,177127,Lapeer,NY,New York State Elec & Gas Corp,5769.23,2021
2024,220053,Norwich,NY,New York State Elec & Gas Corp,5775.4,2021
2024,167482,Clayton,NY,Niagara Mohawk Power Corp.,5848,2021
2024,167592,Clayton,NY,Niagara Mohawk Power Corp.,5848,2021
2024,170384,Clayton,NY,Niagara Mohawk Power Corp.,5848,2021
2024,366541,New York,NY,Consolidated Edison,4.82,2022
2024,475090,Brooklyn,NY,Consolidated Edison,5.85,2022
2024,488341,Bronx,NY,Consolidated Edison,6.65,2022
2024,378213,Brooklyn,NY,Consolidated Edison,8.54,2022
2024,512087,Brooklyn,NY,Consolidated Edison,8.92,2022
2024,344646,Brooklyn,NY,Consolidated Edison,9,2022
2024,248881,Brooklyn,NY,Consolidated Edison,12.15,2022
2024,166419,Woodside,NY,Consolidated Edison,12.31,2022
2024,475415,Brooklyn,NY,Consolidated Edison,12.92,2022
2024,236196,New York,NY,Consolidated Edison,14,2022
2024,288014,Bronx,NY,Consolidated Edison,14.68,2022
2024,354190,Brooklyn,NY,Consolidated Edison,15.38,2022
2024,425084,Staten Island,NY,Consolidated Edison,17.31,2022
2024,365605,New York,NY,Consolidated Edison,17.54,2022
2024,344667,Brooklyn,NY,Consolidated Edison,18,2022
2024,236501,Brooklyn,NY,Consolidated Edison,20,2022
2024,264064,Brooklyn,NY,Consolidated Edison,20.31,2022
2024,287808,Bronx,NY,Consolidated Edison,20.49,2022
2024,217607,Bronx,NY,Consolidated Edison,20.73,2022
2024,288034,Bronx,NY,Consolidated Edison,20.77,2022
2024,344539,Brooklyn,NY,Consolidated Edison,21,2022
2024,344634,Brooklyn,NY,Consolidated Edison,21.75,2022
2024,344627,Brooklyn,NY,Consolidated Edison,22.5,2022
2024,344635,Brooklyn,NY,Consolidated Edison,22.75,2022
2024,344544,Brooklyn,NY,Consolidated Edison,23,2022
2024,344629,Brooklyn,NY,Consolidated Edison,23.25,2022
2024,344621,Brooklyn,NY,Consolidated Edison,23.5,2022
2024,288024,Bronx,NY,Consolidated Edison,26.86,2022
2024,344661,Brooklyn,NY,Consolidated Edison,27.5,2022
2024,344654,Brooklyn,NY,Consolidated Edison,27.75,2022
2024,288015,Bronx,NY,Consolidated Edison,29.35,2022
2024,301506,Bronx,NY,Consolidated Edison,31.98,2022
2024,271587,Mohegan Lake,NY,Consolidated Edison,32,2022
2024,265185,Brooklyn,NY,Consolidated Edison,32.49,2022
2024,209769,Brooklyn,NY,Consolidated Edison,35.4,2022
2024,209801,Brooklyn,NY,Consolidated Edison,35.4,2022
2024,344115,Brooklyn,NY,Consolidated Edison,37.03,2022
2024,286446,Brooklyn,NY,Consolidated Edison,37.42,2022
2024,311747,New York,NY,Consolidated Edison,38.37,2022
2024,302029,Bronx,NY,Consolidated Edison,40.71,2022
2024,247662,New York,NY,Consolidated Edison,42.3,2022
2024,234901,Bronx,NY,Consolidated Edison,43.81,2022
2024,359945,Jackson Heights,NY,Consolidated Edison,45.77,2022
2024,234783,Jackson Heights,NY,Consolidated Edison,45.77,2022
2024,342496,New York,NY,Consolidated Edison,49.75,2022
2024,277482,Jamaica,NY,Consolidated Edison,50.46,2022
2024,321000,Bronx,NY,Consolidated Edison,52.34,2022
2024,236039,New York,NY,Consolidated Edison,53.62,2022
2024,241403,White Plains,NY,Consolidated Edison,56.89,2022
2024,470989,Bronx,NY,Consolidated Edison,57.18,2022
2024,282279,Brooklyn,NY,Consolidated Edison,57.49,2022
2024,466455,Bronx,NY,Consolidated Edison,58.22,2022
2024,302657,Bronx,NY,Consolidated Edison,60.09,2022
2024,240711,Yonkers,NY,Consolidated Edison,64.52,2022
2024,270706,Howard Beach,NY,Consolidated Edison,66.51,2022
2024,234769,Bronx,NY,Consolidated Edison,68.38,2022
2024,302732,Bronx,NY,Consolidated Edison,69.78,2022
2024,320408,Bronx,NY,Consolidated Edison,70.75,2022
2024,355170,Jamaica,NY,Consolidated Edison,71.92,2022
2024,425002,Staten Island,NY,Consolidated Edison,72.35,2022
2024,328976,Bronx,NY,Consolidated Edison,72.43,2022
2024,466513,Bronx,NY,Consolidated Edison,84.32,2022
2024,274964,Brooklyn,NY,Consolidated Edison,101.02,2022
2024,240698,Yonkers,NY,Consolidated Edison,104.12,2022
2024,282895,White Plains,NY,Consolidated Edison,107.87,2022
2024,323084,Bronx,NY,Consolidated Edison,108.55,2022
2024,281106,Elmsford,NY,Consolidated Edison,118.46,2022
2024,249193,Briarcliff Manor,NY,Consolidated Edison,124.62,2022
2024,310944,Elmsford,NY,Consolidated Edison,128.31,2022
2024,249855,Yonkers,NY,Consolidated Edison,132.62,2022
2024,280910,Elmsford,NY,Consolidated Edison,133.54,2022
2024,249826,Yonkers,NY,Consolidated Edison,137.54,2022
2024,274938,Flushing,NY,Consolidated Edison,162.01,2022
2024,332501,Brooklyn,NY,Consolidated Edison,165.29,2022
2024,286407,Hawthorne,NY,Consolidated Edison,166.15,2022
2024,297917,Elmsford,NY,Consolidated Edison,175.08,2022
2024,286378,Elmsford,NY,Consolidated Edison,184.92,2022
2024,291491,Elmsford,NY,Consolidated Edison,200,2022
2024,310475,Elmsford,NY,Consolidated Edison,200,2022
2024,294746,Elmsford,NY,Consolidated Edison,220.31,2022
2024,274368,Hawthorne,NY,Consolidated Edison,235.69,2022
2024,254665,Hawthorne,NY,Consolidated Edison,245.23,2022
2024,292371,Horseheads,NY,NYS Electric and Gas,262.73,2022
2024,290926,Brooklyn,NY,Consolidated Edison,269.45,2022
2024,292719,Stone Ridge,NY,Central Hudson Gas and Electric,284.12,2022
2024,294139,Staten Island,NY,Consolidated Edison,308.13,2022
2024,253384,Ridgewood,NY,Consolidated Edison,311.75,2022
2024,294133,Staten Island,NY,Consolidated Edison,316.33,2022
2024,249837,Yonkers,NY,Consolidated Edison,322.15,2022
2024,263815,Valhalla,NY,Consolidated Edison,326.75,2022
2024,259227,Maspeth,NY,Consolidated Edison,332.31,2022
2024,189437,Staten Island,NY,Consolidated Edison,342.28,2022
2024,274346,White Plains,NY,Consolidated Edison,356.26,2022
2024,297947,Elmsford,NY,Consolidated Edison,367.38,2022
2024,274341,White Plains,NY,Consolidated Edison,367.75,2022
2024,229779,Bronx,NY,Consolidated Edison,370.22,2022
2024,282449,Staten Island,NY,Consolidated Edison,379.51,2022
2024,189511,Staten Island,NY,Consolidated Edison,382.15,2022
2024,215447,West Harrison,NY,Consolidated Edison,402.18,2022
2024,303910,Elmsford,NY,Consolidated Edison,410.77,2022
2024,277451,Elmsford,NY,Consolidated Edison,430.15,2022
2024,249848,Yonkers,NY,Consolidated Edison,439.69,2022
2024,263813,Valhalla,NY,Consolidated Edison,447.35,2022
2024,246397,Elmsford,NY,Consolidated Edison,455.08,2022
2024,271584,Mohegan Lake,NY,Consolidated Edison,466.77,2022
2024,340291,Amsterdam,NY,Niagara Mohawk Power Corp.,498.46,2022
2024,368383,Amsterdam,NY,Niagara Mohawk Power Corp.,498.46,2022
2024,314521,Elmsford,NY,Consolidated Edison,504,2022
2024,227792,Staten Island,NY,Consolidated Edison,509.78,2022
2024,290345,New Rochelle,NY,Consolidated Edison,565.62,2022
2024,326516,Peekskill,NY,Consolidated Edison,569.32,2022
2024,274641,White Plains,NY,Consolidated Edison,597.6,2022
2024,241883,Carthage,NY,Niagara Mohawk Power Corp.,906.15,2022
2024,241899,Carthage,NY,Niagara Mohawk Power Corp.,906.15,2022
2024,244395,Cortlandt Manor,NY,Consolidated Edison,922.48,2022
2024,276214,West Harrison,NY,Consolidated Edison,957.92,2022
2024,204420,Marcellus,NY,Niagara Mohawk Power Corp.,963.2,2022
2024,191482,Mount Kisco,NY,Consolidated Edison,1034.17,2022
2024,274784,White Plains,NY,Consolidated Edison,1084.89,2022
2024,271943,White Plains,NY,Consolidated Edison,1154.98,2022
2024,264038,Mount Morris,NY,Rochester Gas and Electric,1407.32,2022
2024,187294,Warwick,NY,Orange and Rockland Utilities,1452.39,2022
2024,223207,Brockport,NY,Niagara Mohawk Power Corp.,1498.71,2022
2024,165745,Holbrook,NY,Long Island Power Authority,1513.54,2022
2024,90003,Hyde Park,NY,Central Hudson Gas and Electric,1813.95,2022
2024,273075,White Plains,NY,Consolidated Edison,1919.08,2022
2024,228298,New Hampton,NY,Orange and Rockland Utilities,1940.4,2022
2024,78154,Pine Bush,NY,NYS Electric and Gas,1957.8,2022
2024,223364,Bliss,NY,Rochester Gas and Electric,1994.97,2022
2024,238759,Lagrangeville,NY,Central Hudson Gas and Electric,2012.54,2022
2024,184922,Pulaski,NY,Niagara Mohawk Power Corp.,2023.75,2022
2024,80570,Cortland,NY,Niagara Mohawk Power Corp.,2047.02,2022
2024,80550,Cortland,NY,Niagara Mohawk Power Corp.,2050.4,2022
2024,81212,Cortland,NY,Niagara Mohawk Power Corp.,2051.82,2022
2024,92064,New Hampton,NY,Orange and Rockland Utilities,2154.18,2022
2024,91046,Washingtonville,NY,Orange and Rockland Utilities,2154.18,2022
2024,223334,Gainesville,NY,Rochester Gas and Electric,2170.38,2022
2024,80534,Cortland,NY,Niagara Mohawk Power Corp.,2180.43,2022
2024,234665,Glenfield,NY,Niagara Mohawk Power Corp.,2183.26,2022
2024,238921,Lowville,NY,Niagara Mohawk Power Corp.,2219.2,2022
2024,243700,Staten Island,NY,Consolidated Edison,2237.54,2022
2024,210615,Erin,NY,NYS Electric and Gas,2263.8,2022
2024,79844,Freehold,NY,Central Hudson Gas and Electric,2304,2022
2024,50869,Saint Johnsville,NY,Niagara Mohawk Power Corp.,2309.75,2022
2024,264774,Heuvelton,NY,Niagara Mohawk Power Corp.,2347.2,2022
2024,163373,Middletown,NY,Orange and Rockland Utilities,2498.23,2022
2024,254424,Lisbon,NY,Niagara Mohawk Power Corp.,2581.4,2022
2024,254183,Walton,NY,NYS Electric and Gas,2596,2022
2024,244052,Camden,NY,Niagara Mohawk Power Corp.,2705.6,2022
2024,289464,New Windsor,NY,Central Hudson Gas and Electric,3172.4,2022
2024,288863,Saugerties,NY,Central Hudson Gas and Electric,3207.88,2022
2024,245806,Central Square,NY,Niagara Mohawk Power Corp.,3217.1,2022
2024,222298,Adams,NY,Niagara Mohawk Power Corp.,3403.4,2022
2024,192130,Afton,NY,NYS Electric and Gas,3447.78,2022
2024,254401,La Fayette,NY,Niagara Mohawk Power Corp.,3584.4,2022
2024,89970,Poughkeepsie,NY,Central Hudson Gas and Electric,3611.35,2022
2024,288505,Gouverneur,NY,Niagara Mohawk Power Corp.,3790.97,2022
2024,260552,Carthage,NY,Niagara Mohawk Power Corp.,3807.57,2022
2024,223358,Bliss,NY,Rochester Gas and Electric,3811.09,2022
2024,250990,Evans Mills,NY,Niagara Mohawk Power Corp.,3823.2,2022
2024,243698,Staten Island,NY,Consolidated Edison,3855.98,2022
2024,227607,Arkport,NY,NYS Electric and Gas,4062.46,2022
2024,286379,New Windsor,NY,Central Hudson Gas and Electric,4316.8,2022
2024,305506,Marilla,NY,NYS Electric and Gas,4362.57,2022
2024,229771,Oneida,NY,Niagara Mohawk Power Corp.,4478.2,2022
2024,227311,Batavia,NY,Niagara Mohawk Power Corp.,4486.15,2022
2024,243188,Newburgh,NY,Central Hudson Gas and Electric,4490.53,2022
2024,205298,Scottsville,NY,Niagara Mohawk Power Corp.,4520.68,2022
2024,206746,Scottsville,NY,Niagara Mohawk Power Corp.,4520.96,2022
2024,245790,Taberg,NY,Niagara Mohawk Power Corp.,4529.6,2022
2024,245195,West Henrietta,NY,Rochester Gas and Electric,4614.37,2022
2024,93432,Kingston,NY,Central Hudson Gas and Electric,4618.45,2022
2024,223199,Akron,NY,Niagara Mohawk Power Corp.,4717.52,2022
2024,278315,Ballston Lake,NY,Niagara Mohawk Power Corp.,4728.95,2022
2024,256511,Fillmore,NY,Rochester Gas and Electric,4761.14,2022
2024,223146,Akron,NY,Niagara Mohawk Power Corp.,4819.71,2022
2024,223126,Batavia,NY,Niagara Mohawk Power Corp.,4964.47,2022
2024,264049,Mount Morris,NY,Rochester Gas and Electric,4976.42,2022
2024,264049,Mount Morris,NY,Rochester Gas and Electric,4976.42,2022
2024,246202,Fort Johnson,NY,Niagara Mohawk Power Corp.,5002.58,2022
2024,264054,Mount Morris,NY,Rochester Gas and Electric,5005.18,2022
2024,227336,Saint Johnsville,NY,Niagara Mohawk Power Corp.,5013.69,2022
2024,221165,Waterville,NY,NYS Electric and Gas,5034.2,2022
2024,263969,Mount Morris,NY,Rochester Gas and Electric,5053.57,2022
2024,161405,Owego,NY,NYS Electric and Gas,5063.28,2022
2024,160347,Owego,NY,NYS Electric and Gas,5079.48,2022
2024,223203,Brockport,NY,Niagara Mohawk Power Corp.,5109.23,2022
2024,223340,Gainesville,NY,Rochester Gas and Electric,5130,2022
2024,257673,Fillmore,NY,Rochester Gas and Electric,5203.94,2022
2024,171869,Constable,NY,NYS Electric and Gas,5234.55,2022
2024,136186,Otisville,NY,Orange and Rockland Utilities,5241.63,2022
2024,227601,Arkport,NY,NYS Electric and Gas,5246.72,2022
2024,252683,Penn Yan,NY,NYS Electric and Gas,5307.58,2022
2024,202820,Newark Valley,NY,NYS Electric and Gas,5314.15,2022
2024,263306,Endicott,NY,NYS Electric and Gas,5317.69,2022
2024,126730,Goshen,NY,Orange and Rockland Utilities,5329.8,2022
2024,227573,Olean,NY,Niagara Mohawk Power Corp.,5341.02,2022
2024,245127,Brier Hill,NY,Niagara Mohawk Power Corp.,5347.25,2022
2024,215894,Troupsburg,NY,NYS Electric and Gas,5414.12,2022
2024,209540,Rock Tavern,NY,Central Hudson Gas and Electric,5424,2022
2024,257002,Brockport,NY,Niagara Mohawk Power Corp.,5482.4,2022
2024,173742,Olean,NY,Niagara Mohawk Power Corp.,5508,2022
2024,218393,Troy,NY,Niagara Mohawk Power Corp.,5511.97,2022
2024,238908,Lowville,NY,Niagara Mohawk Power Corp.,5527.8,2022
2024,250972,Castleton on Hudson,NY,Niagara Mohawk Power Corp.,5544,2022
2024,281123,Penn Yan,NY,NYS Electric and Gas,5550.33,2022
2024,260052,Fayetteville,NY,Niagara Mohawk Power Corp.,5709.2,2022
2024,238915,Lowville,NY,Niagara Mohawk Power Corp.,5760,2022
2024,224302,Beaver Dams,NY,NYS Electric and Gas,5764,2022
2024,204429,West Valley,NY,Niagara Mohawk Power Corp.,5764.92,2022
2024,260382,Carthage,NY,Niagara Mohawk Power Corp.,5769.18,2022
2024,260039,Manlius,NY,Niagara Mohawk Power Corp.,5770.8,2022
2024,260093,Union Springs,NY,NYS Electric and Gas,5771.4,2022
2024,277642,Union Springs,NY,NYS Electric and Gas,5772.9,2022
2024,221899,Silver Creek,NY,Niagara Mohawk Power Corp.,5774.68,2022
2024,262258,Oriskany,NY,Niagara Mohawk Power Corp.,5775.8,2022
2024,264764,Oneida,NY,Niagara Mohawk Power Corp.,5807.2,2022
2024,234528,Cicero,NY,Niagara Mohawk Power Corp.,5816.01,2022
2024,170849,Schenectady,NY,Niagara Mohawk Power Corp.,5818.71,2022
2024,234515,Syracuse,NY,Niagara Mohawk Power Corp.,5960.77,2022
2024,461290,Bronx,NY,Consolidated Edison,14.72307692,2023
2024,461183,Bronx,NY,Consolidated Edison,15.39230769,2023
2024,287994,Bronx,NY,Consolidated Edison,16.33846154,2023
2024,288027,Bronx,NY,Consolidated Edison,16.61538462,2023
2024,303423,New York,NY,Consolidated Edison,18.78461538,2023
